hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,4,2015,November,45,7,2,1,2,0.0,0,HB,France,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,94.0,1,3,Check-Out,2015-11-10
City Hotel,1,605,2016,October,43,17,1,2,2,0.0,0,BB,Spain,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,60.0,0,0,Canceled,2016-09-20
Resort Hotel,1,120,2016,February,9,27,2,6,1,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,31.59,0,0,Canceled,2016-01-04
City Hotel,1,65,2016,March,13,20,2,3,3,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,124.0,0,1,No-Show,2016-03-20
City Hotel,1,175,2017,July,28,15,2,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.1,0,1,Canceled,2017-01-28
City Hotel,1,40,2016,March,13,23,0,4,2,0.0,0,SC,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,102.15,0,1,Canceled,2016-02-21
City Hotel,0,35,2016,March,13,25,1,2,2,1.0,0,BB,Italy,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,140.1,0,2,Check-Out,2016-03-28
City Hotel,0,150,2016,June,25,16,0,3,2,0.0,0,HB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.0,0,1,Check-Out,2016-06-19
City Hotel,1,15,2016,December,49,2,0,2,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,117.5,0,1,Canceled,2016-11-26
City Hotel,1,10,2017,July,30,29,0,1,1,0.0,0,BB,Spain,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,Transient,65.0,0,0,No-Show,2017-07-29
City Hotel,0,45,2017,March,13,27,1,2,2,0.0,0,BB,Ireland,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,88.2,0,2,Check-Out,2017-03-30
City Hotel,0,148,2017,July,29,16,2,0,2,0.0,0,SC,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.1,0,0,Check-Out,2017-07-18
City Hotel,1,109,2016,February,9,21,2,1,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,44,Transient,75.0,0,0,Canceled,2015-12-18
City Hotel,0,0,2015,October,40,1,0,2,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,135.5,0,2,Check-Out,2015-10-03
City Hotel,0,32,2016,June,26,20,1,1,2,0.0,0,BB,Argentina,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,103.35,0,1,Check-Out,2016-06-22
Resort Hotel,0,136,2016,March,13,24,0,3,2,0.0,0,Undefined,Italy,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,84.0,0,0,Check-Out,2016-03-27
City Hotel,1,158,2016,May,22,24,0,2,1,0.0,0,BB,France,Groups,TA/TO,0,0,0,A,A,0,Non Refund,31,Transient,130.0,0,0,Canceled,2016-01-18
City Hotel,0,60,2017,June,23,5,1,1,1,0.0,0,SC,Netherlands,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,130.0,0,1,Check-Out,2017-06-07
Resort Hotel,1,385,2016,September,39,21,0,4,2,0.0,0,BB,France,Groups,Direct,0,0,0,A,A,0,Non Refund,0,Transient,66.0,0,0,Canceled,2015-10-14
City Hotel,1,304,2015,August,34,17,1,1,2,0.0,0,BB,France,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,0,3,2017,July,27,3,1,0,2,0.0,0,BB,Ireland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,118.0,0,1,Check-Out,2017-07-04
Resort Hotel,0,122,2017,August,31,3,2,5,2,0.0,0,HB,Romania,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,165.0,0,0,Check-Out,2017-08-10
Resort Hotel,0,27,2016,September,38,16,4,10,2,2.0,0,HB,Czechia,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,165.0,0,0,Check-Out,2016-09-30
Resort Hotel,0,0,2016,February,8,15,1,3,1,0.0,0,BB,Spain,Corporate,Corporate,1,0,2,A,D,0,No Deposit,0,Transient,35.0,0,0,Check-Out,2016-02-19
City Hotel,1,86,2016,November,46,6,2,2,1,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,146.6,0,1,Canceled,2016-11-01
City Hotel,0,25,2016,December,50,10,2,2,2,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.89,0,2,Check-Out,2016-12-14
City Hotel,1,133,2017,April,16,19,0,4,1,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,90.0,0,0,Canceled,2017-03-21
Resort Hotel,0,1,2016,February,7,7,1,0,2,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Group,29.0,0,0,Check-Out,2016-02-08
Resort Hotel,1,44,2015,December,49,5,2,1,2,0.0,0,BB,France,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,70.0,0,0,Canceled,2015-11-30
Resort Hotel,0,69,2016,March,13,24,1,3,2,0.0,0,HB,Spain,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,49.22,0,1,Check-Out,2016-03-28
City Hotel,0,151,2016,July,29,14,2,8,3,0.0,0,BB,Italy,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,131.75,0,1,Check-Out,2016-07-24
City Hotel,1,126,2017,April,16,21,0,1,2,1.0,0,BB,Netherlands,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,144.0,0,3,Canceled,2017-03-24
City Hotel,0,25,2017,February,6,9,2,3,2,0.0,1,BB,Brazil,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,108.8,0,2,Check-Out,2017-02-14
City Hotel,1,82,2016,July,31,24,2,1,2,1.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,124.6,0,0,Canceled,2016-05-11
City Hotel,0,0,2015,September,37,9,0,0,1,0.0,0,BB,Portugal,Corporate,Corporate,1,0,0,A,A,0,No Deposit,0,Transient,0.0,0,0,Check-Out,2015-09-09
City Hotel,0,0,2015,October,41,9,0,2,1,0.0,0,SC,United States,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,117.04,0,1,Check-Out,2015-10-11
City Hotel,0,70,2016,June,23,3,0,2,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,100.0,0,0,Check-Out,2016-06-05
City Hotel,0,159,2016,August,32,3,2,6,2,0.0,0,BB,Finland,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,99.45,0,0,Check-Out,2016-08-11
City Hotel,0,82,2016,September,37,5,3,7,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,90.95,0,0,Check-Out,2016-09-15
City Hotel,0,16,2015,October,42,15,1,3,2,0.0,0,HB,Germany,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.0,0,0,Check-Out,2015-10-19
Resort Hotel,0,29,2015,September,39,24,0,1,2,0.0,0,HB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,97.2,0,0,Check-Out,2015-09-25
Resort Hotel,0,131,2017,May,20,14,4,6,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,43.2,0,0,Check-Out,2017-05-24
City Hotel,0,27,2017,May,18,2,0,3,2,0.0,0,BB,Switzerland,Direct,Direct,0,0,0,E,E,2,No Deposit,0,Transient,204.0,0,0,Check-Out,2017-05-05
City Hotel,0,0,2016,January,4,21,0,1,1,0.0,0,BB,Spain,Corporate,Corporate,1,0,5,A,A,0,No Deposit,0,Transient,76.0,0,0,Check-Out,2016-01-22
Resort Hotel,1,0,2015,August,35,26,0,1,2,1.0,0,BB,Portugal,Direct,Direct,1,0,0,C,C,0,No Deposit,0,Transient,183.0,0,0,Canceled,2015-08-26
City Hotel,1,235,2017,July,27,6,0,3,2,0.0,0,SC,Italy,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.1,0,0,Canceled,2017-02-01
Resort Hotel,0,18,2016,October,42,11,0,1,2,0.0,0,BB,Portugal,Direct,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,74.0,0,1,Check-Out,2016-10-12
Resort Hotel,1,103,2017,March,13,27,1,1,2,0.0,0,BB,Italy,Groups,Corporate,0,0,0,E,E,0,Non Refund,0,Transient,73.0,0,0,Canceled,2016-12-23
City Hotel,0,156,2017,April,15,11,0,1,2,0.0,0,SC,France,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,99.0,0,2,Check-Out,2017-04-12
City Hotel,0,0,2016,October,42,11,0,0,2,0.0,0,BB,Tunisia,Offline TA/TO,TA/TO,1,0,0,A,K,0,No Deposit,0,Transient,0.0,0,0,Check-Out,2016-10-11
Resort Hotel,0,21,2016,December,50,7,0,1,2,0.0,0,BB,France,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,75.0,0,0,Check-Out,2016-12-08
City Hotel,1,179,2017,April,14,7,1,2,0,2.0,0,BB,France,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,0,Transient,110.68,0,1,Canceled,2017-01-25
City Hotel,1,266,2016,December,49,2,0,2,1,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,75.0,0,0,Canceled,2016-06-06
City Hotel,0,2,2015,August,34,20,0,3,1,0.0,0,BB,Bulgaria,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,67.0,0,0,Check-Out,2015-08-23
Resort Hotel,0,0,2016,January,3,14,0,1,1,0.0,0,BB,United Kingdom,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,39.0,0,0,Check-Out,2016-01-15
City Hotel,1,47,2016,April,16,12,0,1,1,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,0,Transient,99.9,0,0,Canceled,2016-03-21
Resort Hotel,0,131,2015,December,52,22,2,5,2,0.0,0,HB,Ireland,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,65.57,0,1,Check-Out,2015-12-29
Resort Hotel,1,94,2015,December,52,21,3,6,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,31.18,0,1,Canceled,2015-09-21
City Hotel,1,19,2015,July,30,25,2,2,2,0.0,0,BB,Portugal,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,Canceled,2015-07-22
Resort Hotel,0,62,2017,April,16,19,1,4,1,0.0,0,BB,Russian Federation,Corporate,Corporate,0,0,0,A,D,1,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2017-04-24
City Hotel,1,144,2016,October,41,4,0,5,3,0.0,0,BB,France,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,151.2,0,1,No-Show,2016-10-04
City Hotel,0,141,2016,July,29,16,1,1,3,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,137.7,0,1,Check-Out,2016-07-18
Resort Hotel,0,37,2015,August,35,26,0,4,2,0.0,0,HB,France,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,193.5,0,0,Check-Out,2015-08-30
Resort Hotel,1,38,2016,April,14,1,2,7,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,68.56,0,1,Canceled,2016-02-29
Resort Hotel,1,0,2017,July,28,15,2,1,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,168.0,0,1,Canceled,2017-07-15
Resort Hotel,0,181,2017,July,31,31,1,2,3,0.0,0,HB,Poland,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,175.58,0,0,Check-Out,2017-08-03
City Hotel,0,3,2015,October,41,10,2,1,2,0.0,0,SC,Spain,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,116.4,0,0,Check-Out,2015-10-13
City Hotel,1,61,2017,January,4,25,0,2,2,0.0,0,BB,Italy,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,80.0,0,0,Canceled,2016-11-25
City Hotel,0,222,2016,August,36,31,0,3,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.3,0,1,Check-Out,2016-09-03
Resort Hotel,0,33,2017,April,13,1,2,4,2,0.0,0,BB,Belgium,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,58.5,0,1,Check-Out,2017-04-07
Resort Hotel,0,2,2017,January,3,17,0,1,2,0.0,0,BB,France,Direct,Direct,0,0,0,A,C,0,No Deposit,0,Transient,44.0,1,1,Check-Out,2017-01-18
City Hotel,0,2,2017,May,20,17,0,2,1,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,130.0,0,0,Check-Out,2017-05-19
City Hotel,1,104,2017,May,20,15,1,2,1,0.0,0,BB,France,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,160.0,0,0,Canceled,2017-01-31
City Hotel,0,101,2016,April,18,26,0,1,2,0.0,0,HB,Spain,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,98.0,0,0,Check-Out,2016-04-27
City Hotel,0,1,2016,December,53,27,0,3,2,0.0,0,SC,France,Direct,Direct,0,0,0,A,B,0,No Deposit,0,Transient,97.0,0,0,Check-Out,2016-12-30
City Hotel,1,137,2016,January,5,27,0,2,1,0.0,0,BB,United Kingdom,Groups,TA/TO,0,1,0,A,A,0,Non Refund,45,Transient,70.0,0,0,Canceled,2015-10-27
Resort Hotel,0,43,2015,October,43,24,2,2,2,0.0,0,BB,Ireland,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,38.04,0,0,Check-Out,2015-10-28
Resort Hotel,0,80,2016,December,49,2,0,2,1,0.0,0,BB,Ireland,Groups,TA/TO,0,0,0,D,D,3,No Deposit,0,Transient-Party,44.8,0,0,Check-Out,2016-12-04
City Hotel,0,41,2016,August,33,13,2,1,3,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient,168.3,0,2,Check-Out,2016-08-16
City Hotel,1,36,2016,January,5,28,0,2,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,87.3,0,0,Canceled,2015-12-23
City Hotel,1,99,2015,December,51,15,0,3,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,72.25,0,1,Canceled,2015-09-12
Resort Hotel,0,6,2017,August,31,2,0,2,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,210.0,0,2,Check-Out,2017-08-04
Resort Hotel,0,240,2016,September,36,3,2,5,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,59.8,0,0,Check-Out,2016-09-10
City Hotel,1,0,2016,August,32,1,1,0,2,0.0,0,SC,United States,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.0,0,1,No-Show,2016-08-01
City Hotel,1,197,2016,June,23,3,1,2,2,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,25,Transient,80.0,0,0,Canceled,2015-12-14
City Hotel,1,104,2016,July,29,16,2,4,3,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,139.2,0,0,Canceled,2016-06-12
City Hotel,1,111,2017,June,22,2,1,2,2,1.0,0,BB,Belgium,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,162.0,0,1,Canceled,2017-02-17
City Hotel,0,133,2016,March,11,11,1,2,2,0.0,0,BB,United States,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,84.33,0,1,Check-Out,2016-03-14
City Hotel,1,5,2015,September,38,17,0,1,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient,164.0,0,1,Canceled,2015-09-14
City Hotel,0,35,2015,October,44,26,1,1,2,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.5,0,1,Check-Out,2015-10-28
Resort Hotel,0,177,2015,July,31,29,2,8,2,0.0,0,HB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,125.1,0,0,Check-Out,2015-08-08
Resort Hotel,1,244,2015,September,36,3,0,3,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,19,0,A,A,0,Non Refund,0,Transient,36.0,0,0,Canceled,2015-04-29
City Hotel,1,15,2016,February,6,6,1,1,1,0.0,0,BB,United Kingdom,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,79.0,0,0,Canceled,2016-01-25
City Hotel,1,573,2017,February,5,2,0,2,2,0.0,0,BB,Germany,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,59,2016,February,6,6,2,2,1,0.0,0,BB,Austria,Groups,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient-Party,1.0,0,0,Check-Out,2016-02-10
City Hotel,0,22,2016,September,38,12,1,0,2,0.0,0,SC,Portugal,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.0,0,2,Check-Out,2016-09-13
City Hotel,1,105,2017,March,11,13,1,1,1,0.0,0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,53,Transient,80.0,0,0,Canceled,2017-01-20
Resort Hotel,0,0,2016,July,29,14,2,3,2,0.0,0,BB,Portugal,Direct,Direct,0,0,0,F,A,0,No Deposit,0,Transient,182.6,0,0,Check-Out,2016-07-19
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,Spain,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0,Canceled,2016-04-04
Resort Hotel,0,1,2017,February,7,17,0,2,2,0.0,0,BB,United States,Online TA,Direct,0,0,0,D,D,0,No Deposit,0,Transient,68.0,0,1,Check-Out,2017-02-19
Resort Hotel,0,20,2016,September,40,30,0,2,2,0.0,0,BB,United Kingdom,Direct,Corporate,0,0,4,F,F,1,No Deposit,0,Transient,129.3,1,0,Check-Out,2016-10-02
City Hotel,0,109,2017,July,30,27,1,3,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,125.0,0,1,Check-Out,2017-07-31
City Hotel,0,81,2016,July,28,4,1,4,2,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,114.3,0,1,Check-Out,2016-07-09
City Hotel,0,0,2016,August,32,4,0,1,2,0.0,0,SC,Portugal,Direct,Direct,0,0,0,B,B,1,No Deposit,0,Transient,120.0,0,0,Check-Out,2016-08-05
Resort Hotel,0,68,2016,October,43,16,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,46.0,0,0,Check-Out,2016-10-20
City Hotel,0,37,2016,June,25,17,0,2,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,96.3,0,0,Check-Out,2016-06-19
City Hotel,1,168,2017,August,31,1,2,6,2,0.0,0,BB,Belgium,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,130.5,0,0,Canceled,2017-04-17
City Hotel,1,62,2016,April,16,16,2,1,2,0.0,0,BB,Ireland,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,118.8,0,0,Canceled,2016-04-11
City Hotel,0,265,2016,June,26,24,0,2,2,0.0,0,HB,Italy,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,115.0,0,1,Check-Out,2016-06-26
City Hotel,0,40,2017,August,35,29,0,1,1,0.0,0,BB,United Kingdom,Corporate,Corporate,0,0,0,D,D,0,No Deposit,0,Transient,95.0,0,0,Check-Out,2017-08-30
City Hotel,1,372,2016,July,29,14,0,2,2,0.0,0,BB,Portugal,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,Canceled,2015-10-21
Resort Hotel,1,351,2017,April,14,8,2,5,2,0.0,0,HB,France,Groups,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,82.0,0,0,Canceled,2017-01-26
Resort Hotel,0,70,2017,February,8,22,0,4,2,0.0,0,BB,Germany,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,42.0,0,0,Check-Out,2017-02-26
City Hotel,1,56,2017,March,12,21,0,3,2,0.0,0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,85.0,0,0,Canceled,2017-01-24
City Hotel,0,14,2016,May,22,27,0,1,1,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient-Party,62.5,0,0,Check-Out,2016-05-28
City Hotel,1,65,2015,September,36,5,1,1,2,0.0,0,BB,United Kingdom,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0,Canceled,2015-07-25
Resort Hotel,0,328,2017,July,30,26,4,10,2,0.0,0,BB,Ireland,Direct,TA/TO,1,0,0,A,A,1,No Deposit,0,Group,126.66,0,1,Check-Out,2017-08-09
City Hotel,1,38,2017,January,2,14,0,1,1,0.0,0,BB,Italy,Corporate,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,75.0,0,0,Canceled,2016-12-07
City Hotel,0,207,2017,May,18,2,0,3,2,0.0,0,BB,Austria,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.0,0,2,Check-Out,2017-05-05
City Hotel,0,144,2017,May,18,6,2,1,2,0.0,0,BB,United Kingdom,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,90.0,0,0,Check-Out,2017-05-09
City Hotel,0,1,2016,August,33,7,1,0,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,98.0,0,0,Check-Out,2016-08-08
Resort Hotel,0,211,2017,August,34,22,2,7,2,0.0,0,BB,Estonia,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,124.54,0,1,Check-Out,2017-08-31
Resort Hotel,0,45,2015,December,49,3,0,2,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,55.95,1,1,Check-Out,2015-12-05
City Hotel,0,59,2015,October,44,29,0,2,2,0.0,0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2015-10-31
City Hotel,0,24,2017,June,26,26,1,2,2,0.0,0,BB,Spain,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,100.0,0,0,Check-Out,2017-06-29
City Hotel,0,15,2017,May,21,23,0,1,1,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,130.0,0,1,Check-Out,2017-05-24
City Hotel,0,69,2016,May,22,27,0,2,3,0.0,0,BB,Spain,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,159.3,0,2,Check-Out,2016-05-29
City Hotel,0,97,2015,December,53,30,0,4,2,0.0,0,BB,Portugal,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,61.0,0,0,Check-Out,2016-01-03
City Hotel,0,90,2016,September,37,8,0,1,2,0.0,0,BB,Uruguay,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,149.4,0,2,Check-Out,2016-09-09
City Hotel,1,31,2016,March,11,8,0,3,3,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,114.3,0,2,Canceled,2016-03-03
Resort Hotel,0,3,2016,February,9,25,0,0,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,0,Transient,0.0,0,2,Check-Out,2016-02-25
City Hotel,0,6,2016,May,23,29,2,2,3,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135.58,0,3,Check-Out,2016-06-02
City Hotel,0,8,2016,July,28,9,1,1,1,0.0,0,HB,Portugal,Groups,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient-Party,0.0,0,0,Check-Out,2016-07-11
Resort Hotel,1,9,2016,August,33,7,2,0,3,1.0,0,BB,Netherlands,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,299.0,0,0,No-Show,2016-08-07
City Hotel,0,207,2017,May,18,5,1,2,2,0.0,0,SC,France,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.0,0,1,Check-Out,2017-05-08
City Hotel,0,10,2016,September,36,1,0,1,2,0.0,0,BB,Italy,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient-Party,95.0,0,1,Check-Out,2016-09-02
City Hotel,0,12,2016,August,33,12,2,5,2,0.0,0,BB,United Kingdom,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,151.0,0,1,Check-Out,2016-08-19
Resort Hotel,0,16,2016,March,14,30,0,1,2,0.0,0,BB,France,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,39.0,0,1,Check-Out,2016-03-31
City Hotel,1,510,2016,December,49,1,0,2,2,0.0,0,BB,United Kingdom,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.8,0,0,Canceled,2015-10-21
Resort Hotel,1,119,2015,July,31,29,0,4,2,0.0,0,BB,Germany,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.54,0,1,Canceled,2015-04-04
City Hotel,1,305,2016,November,45,4,1,2,2,0.0,0,BB,United Kingdom,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,89.0,0,0,Canceled,2016-02-01
City Hotel,1,28,2015,August,32,3,1,3,2,0.0,0,BB,Spain,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
City Hotel,0,0,2015,December,50,6,2,4,1,0.0,0,BB,Germany,Direct,Direct,0,0,0,A,A,2,No Deposit,0,Transient,105.0,0,0,Check-Out,2015-12-12
Resort Hotel,0,133,2016,May,21,20,2,3,2,0.0,0,BB,Portugal,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,58.2,1,1,Check-Out,2016-05-25
